Customer ID,Date of Purchase,Date of Shipping,Order ID,Product Name,Ship Mode,SKU,Discount,Quantity,Total Price
HV383,2024-05-20,2024-05-24,MI-2023-166695,K-Eco Energy Bulbs 23W  (8-pack),Standard Class,KE23W08,0.66,1,5.95
HV383,2024-05-20,2024-05-24,MI-2023-166695,K-Eco Energy Bulbs 23W  (8-pack),Standard Class,KE23W08,0.8,1,3.5
KS246,2022-07-06,2022-07-10,NV-2021-108665,K-Eco Energy Bulbs 23W  (8-pack),Standard Class,KE23W08,0.45,2,19.25
MF838,2021-04-23,2021-04-27,NE-2020-150119,K-Eco Energy Bulbs 23W  (8-pack),Standard Class,KE23W08,0.79,4,14.7
HV383,2022-11-08,2022-11-08,MI-2021-114811,K-Eco Energy Bulbs 9W,Same Day,KE9W,0.48,3,3.12
AW191,2022-08-25,2022-08-25,NE-2021-168809,K-Eco Energy Bulbs 9W,Same Day,KE9W,0.66,5,3.4
KH106,2021-11-01,2021-11-03,AZ-2020-114195,K-Eco Energy Bulbs 9W (4-pack),First Class,KE9W04,0.16,2,10.42
MF838,2023-05-02,2023-05-06,NE-2022-158155,K-Eco Energy Bulbs 9W (4-pack),Standard Class,KE9W04,0.7,5,9.3
AJ342,2022-12-06,2022-12-11,GA-2021-144806,K-Eco Energy Bulbs 9W (4-pack),Standard Class,KE9W04,0.53,6,17.48
GF707,2024-09-24,2024-09-29,WA-2023-108910,K-Eco Energy Bulbs 9W (4-pack),Standard Class,KE9W04,0.11,3,16.55
KN704,2024-02-20,2024-02-27,VA-2023-135937,K-Eco Energy Bulbs 9W (4-pack),Standard Class,KE9W04,0.07,2,11.53
NV989,2022-07-23,2022-07-27,OR-2021-120810,K-Eco Energy Bulbs 9W (4-pack),Standard Class,KE9W04,0.57,3,8.0
AO423,2021-12-01,2021-12-03,AR-2020-143210,K-Eco Energy Bulbs 9W  (8-pack),First Class,KE9W08,0.61,2,7.41
JR394,2024-09-18,2024-09-25,UT-2023-148068,K-Eco Energy Bulbs 9W  (8-pack),Standard Class,KE9W08,0.4,2,11.4
JW700,2023-01-11,2023-01-15,MO-2022-141887,K-Eco Energy Bulbs 9W  (8-pack),Standard Class,KE9W08,0.15,14,113.05
RN447,2022-09-15,2022-09-15,AK-2021-130519,K-Eco Energy Bulbs 9W  (8-pack),Same Day,KE9W08,0.56,4,16.72
AL696,2021-01-20,2021-01-26,VT-2020-167927,K-Eco Energy Bulbs 9W  (8-pack),Standard Class,KE9W08,0.61,3,11.12
TB662,2024-12-14,2024-12-14,GA-2023-107629,K-Eco Energy Bulbs 13W,Same Day,KE13W,0.47,6,7.12
KK578,2022-05-03,2022-05-08,OH-2021-107937,K-Eco Energy Bulbs 13W,Standard Class,KE13W,0.25,6,10.08
JW700,2023-09-23,2023-09-27,MO-2022-129469,K-Eco Energy Bulbs 13W,Standard Class,KE13W,0.07,6,12.5
MM309,2023-06-17,2023-06-19,MA-2022-107146,K-Eco Energy Bulbs 13W,First Class,KE13W,0.27,3,4.91
HN831,2022-08-05,2022-08-11,LA-2021-112214,K-Eco Energy Bulbs 13W (4-pack),Standard Class,KE13W04,0.77,5,7.53
JD838,2021-10-31,2021-11-02,WA-2020-145387,K-Eco Energy Bulbs 13W (4-pack),Second Class,KE13W04,0.34,2,8.65
AO423,2023-12-15,2023-12-22,AR-2022-116442,K-Eco Energy Bulbs 13W (4-pack),Standard Class,KE13W04,0.54,2,6.03
GG466,2023-06-26,2023-07-03,MI-2022-114951,K-Eco Energy Bulbs 13W (4-pack),Standard Class,KE13W04,0.3,3,13.75
HN831,2024-10-02,2024-10-05,LA-2023-162558,K-Eco Energy Bulbs 13W (4-pack),First Class,KE13W04,0.57,2,5.63
DC275,2023-09-03,2023-09-08,NE-2022-147711,K-Eco Energy Bulbs 13W (4-pack),Second Class,KE13W04,0.04,2,12.58
NV989,2024-12-10,2024-12-15,OR-2023-135503,K-Eco Energy Bulbs 13W (4-pack),Standard Class,KE13W04,0.42,2,7.6
EN774,2022-11-20,2022-11-25,AZ-2021-112305,K-Eco Energy Bulbs 13W (4-pack),Standard Class,KE13W04,0.35,3,12.77
AF146,2022-07-18,2022-07-20,KY-2021-122973,K-Eco Energy Bulbs 13W (4-pack),Second Class,KE13W04,0.03,1,6.35
DF542,2024-03-21,2024-03-25,FL-2023-111591,K-Eco Energy Bulbs 13W (4-pack),Standard Class,KE13W04,0.67,3,6.48
LP623,2022-12-31,2023-01-05,MS-2021-156377,K-Eco Energy Bulbs 13W (4-pack),Standard Class,KE13W04,0.58,5,13.76
RM302,2024-06-12,2024-06-14,OK-2023-124191,K-Eco Energy Bulbs 13W (4-pack),Second Class,KE13W04,0.36,3,12.58
HN831,2022-09-13,2022-09-15,LA-2021-129007,K-Eco Energy Bulbs 13W  (8-pack),First Class,KE13W08,0.56,5,24.75
AJ342,2021-11-17,2021-11-22,GA-2020-119375,K-Eco Energy Bulbs 13W  (8-pack),Standard Class,KE13W08,0.12,3,29.7
WR722,2024-06-19,2024-06-23,WI-2023-138870,K-Eco Energy Bulbs 20W,Standard Class,KE20W,0.19,4,8.59
AP383,2024-09-07,2024-09-08,KY-2023-151008,K-Eco Energy Bulbs 20W,First Class,KE20W,0.68,2,1.7
ED714,2023-05-14,2023-05-19,LA-2022-148901,K-Eco Energy Bulbs 20W,Standard Class,KE20W,0.32,3,5.41
AL696,2022-06-15,2022-06-20,VT-2021-129896,K-Eco Energy Bulbs 20W,Standard Class,KE20W,0.62,4,4.03
LJ868,2021-02-18,2021-02-18,WY-2020-165589,K-Eco Energy Bulbs 20W,Same Day,KE20W,0.51,5,6.49
MM723,2024-12-16,2024-12-21,VA-2023-137428,K-Eco Energy Bulbs 20W (4-pack),Second Class,KE20W04,0.65,2,5.21
RA868,2023-09-22,2023-09-26,OH-2022-119641,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.35,2,9.69
NS540,2024-04-23,2024-04-25,TX-2023-136651,K-Eco Energy Bulbs 20W (4-pack),Second Class,KE20W04,0.37,7,32.85
CL177,2021-01-21,2021-01-24,UT-2020-115238,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.5,1,3.73
CL177,2022-01-21,2022-01-24,UT-2021-115238,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.38,1,4.62
CL177,2022-04-30,2022-05-04,UT-2021-115238,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.43,1,4.25
CL177,2023-01-21,2023-01-24,UT-2022-115238,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.26,1,5.51
CL177,2024-01-21,2024-01-24,UT-2023-115238,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.02,1,7.3
BA261,2023-01-09,2023-01-13,AR-2022-126543,K-Eco Energy Bulbs 20W (4-pack),Second Class,KE20W04,0.63,2,5.51
BC544,2023-11-04,2023-11-08,MS-2022-111563,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.64,3,8.05
CC186,2022-12-04,2022-12-10,FL-2021-161718,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.63,3,8.27
LR311,2024-09-15,2024-09-19,TN-2023-124205,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.74,5,9.69
AJ342,2021-09-15,2021-09-20,GA-2020-138100,K-Eco Energy Bulbs 20W  (8-pack),Standard Class,KE20W08,0.5,2,12.4
IO714,2021-08-27,2021-08-29,CA-2020-124688,K-Eco Energy Bulbs 20W  (8-pack),First Class,KE20W08,0.22,4,38.69
KP976,2023-07-22,2023-07-27,HI-2022-122392,K-Eco Energy Bulbs 20W  (8-pack),Standard Class,KE20W08,0.67,2,8.18
KS246,2022-12-11,2022-12-16,NV-2021-104346,K-Eco Energy Bulbs 20W  (8-pack),Standard Class,KE20W08,0.17,9,92.63
AF146,2024-04-20,2024-04-24,KY-2023-100615,K-Eco Energy Bulbs 20W  (8-pack),Standard Class,KE20W08,0.51,5,30.38
RN447,2024-05-18,2024-05-23,AK-2023-117863,K-Eco Energy Bulbs 20W  (8-pack),Standard Class,KE20W08,0.65,2,8.68
AW191,2024-12-29,2025-01-05,NE-2023-146626,K-Eco Energy Bulbs 23W,Standard Class,KE23W,0.28,8,21.89
KH715,2023-09-24,2023-09-24,OK-2022-147340,K-Eco Energy Bulbs 23W,Same Day,KE23W,0.28,5,13.68
QM203,2024-06-04,2024-06-07,KY-2023-149720,K-Eco Energy Bulbs 23W,Second Class,KE23W,0.7,6,6.84
AE177,2021-12-31,2022-01-03,MA-2020-143231,K-Eco Energy Bulbs 23W,First Class,KE23W,0.72,5,5.32
AE177,2021-11-24,2021-12-05,MA-2020-153623,K-Eco Energy Bulbs 23W,Standard Class,KE23W,0.59,8,12.46
AE177,2021-11-24,2021-12-05,MA-2020-153623,K-Eco Energy Bulbs 23W,Standard Class,KE23W,0.02,8,29.79
AE177,2021-12-29,2022-01-05,MA-2020-146626,K-Eco Energy Bulbs 23W,Standard Class,KE23W,0.42,5,11.02
AE177,2023-12-10,2023-12-15,MA-2022-124626,K-Eco Energy Bulbs 23W,Standard Class,KE23W,0.44,8,17.02
AE177,2024-12-10,2024-12-15,MA-2023-124626,K-Eco Energy Bulbs 23W,Standard Class,KE23W,0.52,8,14.59
AE177,2024-12-29,2025-01-05,MA-2023-146626,K-Eco Energy Bulbs 23W,Standard Class,KE23W,0.69,8,9.42
DF542,2024-07-13,2024-07-17,FL-2023-136364,K-Eco Energy Bulbs 23W,Second Class,KE23W,0.35,9,22.23
IO714,2022-11-28,2022-12-04,CA-2021-159982,K-Eco Energy Bulbs 23W (4-pack),Standard Class,KE23W04,0.42,9,62.64
LT176,2022-10-18,2022-10-22,MS-2021-127824,K-Eco Energy Bulbs 23W (4-pack),Standard Class,KE23W04,0.22,3,28.08
JL549,2023-06-04,2023-06-09,OH-2022-157749,K-Eco Energy Bulbs 23W (4-pack),Second Class,KE23W04,0.67,3,11.88
EN774,2021-11-15,2021-11-18,AZ-2020-127558,K-Eco Energy Bulbs 23W (4-pack),First Class,KE23W04,0.56,3,15.84
GG496,2024-12-04,2024-12-10,ME-2023-118003,K-Eco Energy Bulbs 23W  (8-pack),Standard Class,KE23W08,0.79,1,3.67
AL696,2021-03-19,2021-03-21,VT-2020-103989,K-Eco Energy Bulbs 9W,First Class,KE9W,0.05,3,5.7
RM302,2024-11-02,2024-11-04,OK-2023-163790,K-Eco Energy Bulbs 9W,Second Class,KE9W,0.29,3,4.26
LJ868,2021-12-13,2021-12-17,WY-2020-124079,K-Eco Energy Bulbs 9W (4-pack),Standard Class,KE9W04,0.71,3,5.39
RB330,2024-07-03,2024-07-07,MD-2023-126179,K-Eco Energy Bulbs 9W  (8-pack),Standard Class,KE9W08,0.07,1,8.83
CR901,2022-09-22,2022-09-26,LA-2021-134992,K-Eco Energy Bulbs 9W  (8-pack),Second Class,KE9W08,0.62,2,7.22
MG689,2024-03-06,2024-03-11,ME-2023-168193,K-Eco Energy Bulbs 9W  (8-pack),Second Class,KE9W08,0.34,3,18.81
DC275,2024-09-07,2024-09-11,NE-2023-107244,K-Eco Energy Bulbs 13W,Standard Class,KE13W,0.44,4,5.02
CB608,2024-01-30,2024-02-05,OK-2023-104220,K-Eco Energy Bulbs 13W,Standard Class,KE13W,0.6,7,6.27
GG466,2023-11-07,2023-11-12,MI-2022-147585,K-Eco Energy Bulbs 13W,Standard Class,KE13W,0.55,3,3.02
LJ868,2023-04-08,2023-04-14,WY-2022-124233,K-Eco Energy Bulbs 13W,Standard Class,KE13W,0.76,5,2.69
AF146,2024-11-18,2024-11-24,KY-2023-143434,K-Eco Energy Bulbs 13W,Standard Class,KE13W,0.75,4,2.24
CR901,2023-09-17,2023-09-22,LA-2022-152415,K-Eco Energy Bulbs 13W,Standard Class,KE13W,0.56,3,2.96
JC375,2024-07-17,2024-07-22,CO-2023-139948,K-Eco Energy Bulbs 13W,Standard Class,KE13W,0.11,2,3.99
MF186,2022-05-04,2022-05-09,OR-2021-144253,K-Eco Energy Bulbs 13W (4-pack),Second Class,KE13W04,0.38,2,8.12
MF186,2023-09-24,2023-10-01,OR-2022-108875,K-Eco Energy Bulbs 13W (4-pack),Standard Class,KE13W04,0.67,2,4.32
DF542,2023-12-05,2023-12-10,FL-2022-146374,K-Eco Energy Bulbs 13W (4-pack),Second Class,KE13W04,0.28,1,4.72
MR366,2023-10-27,2023-11-02,MI-2022-152632,K-Eco Energy Bulbs 13W (4-pack),Standard Class,KE13W04,0.34,3,12.97
MF186,2023-10-29,2023-10-31,OR-2022-146682,K-Eco Energy Bulbs 13W (4-pack),First Class,KE13W04,0.73,5,8.84
AW191,2024-11-19,2024-11-24,NE-2023-126242,K-Eco Energy Bulbs 13W  (8-pack),Standard Class,KE13W08,0.62,1,4.28
OM513,2024-12-08,2024-12-09,AR-2023-148264,K-Eco Energy Bulbs 20W,First Class,KE20W,0.51,2,2.6
BH538,2022-11-15,2022-11-19,GA-2021-145324,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.04,2,14.3
HN831,2023-04-30,2023-05-04,LA-2022-144792,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.76,7,12.52
AE177,2021-12-02,2021-12-06,MA-2020-117744,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.2,5,29.8
GG466,2021-12-02,2021-12-06,MI-2020-117964,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.68,5,11.92
GG466,2022-12-02,2022-12-06,MI-2021-145154,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.63,5,13.78
GG466,2023-12-02,2023-12-06,MI-2022-124574,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.42,5,21.61
GG466,2024-12-02,2024-12-06,MI-2023-106541,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.74,5,9.69
JG491,2024-06-09,2024-06-13,GA-2023-106663,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.62,3,8.49
LJ868,2022-12-07,2022-12-12,WY-2021-135272,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.55,4,13.41
SD934,2024-01-19,2024-01-24,NV-2023-153045,K-Eco Energy Bulbs 20W (4-pack),Second Class,KE20W04,0.56,2,6.56
YT818,2024-09-24,2024-09-24,ME-2023-142391,K-Eco Energy Bulbs 20W (4-pack),Same Day,KE20W04,0.0,10,74.5
BM992,2022-11-17,2022-11-21,MD-2021-126725,K-Eco Energy Bulbs 20W  (8-pack),Standard Class,KE20W08,0.32,4,33.73
LR311,2023-11-14,2023-11-19,TN-2022-121370,K-Eco Energy Bulbs 20W  (8-pack),Second Class,KE20W08,0.4,3,22.32
AJ342,2022-11-30,2022-12-02,GA-2021-107685,K-Eco Energy Bulbs 20W  (8-pack),Second Class,KE20W08,0.13,4,43.15
KH715,2021-03-24,2021-03-29,OK-2020-143637,K-Eco Energy Bulbs 20W  (8-pack),Second Class,KE20W08,0.19,2,20.09
JL549,2023-10-21,2023-10-26,OH-2022-136322,K-Eco Energy Bulbs 23W (4-pack),Standard Class,KE23W04,0.77,2,5.52
CA368,2021-06-04,2021-06-09,GA-2020-151946,K-Eco Energy Bulbs 23W (4-pack),Standard Class,KE23W04,0.73,2,6.48
DF542,2021-08-12,2021-08-16,FL-2020-109897,K-Eco Energy Bulbs 23W (4-pack),Standard Class,KE23W04,0.3,3,25.2
LT176,2021-09-14,2021-09-19,MS-2020-159184,K-Eco Energy Bulbs 23W (4-pack),Standard Class,KE23W04,0.63,5,22.2
RN447,2023-12-22,2023-12-28,AK-2022-167507,K-Eco Energy Bulbs 23W (4-pack),Standard Class,KE23W04,0.79,1,2.52
AJ342,2022-12-06,2022-12-10,GA-2021-127040,K-Eco Energy Bulbs 23W (4-pack),Standard Class,KE23W04,0.77,4,11.04
HN831,2023-10-04,2023-10-08,LA-2022-145709,K-Eco Energy Bulbs 23W  (8-pack),Standard Class,KE23W08,0.54,3,24.15
KS246,2023-11-03,2023-11-08,NV-2022-168893,K-Eco Energy Bulbs 23W  (8-pack),Second Class,KE23W08,0.31,5,60.37
CL177,2024-10-30,2024-11-03,UT-2023-139661,K-Eco Energy Bulbs 23W  (8-pack),Standard Class,KE23W08,0.8,2,7.0
BL360,2024-12-01,2024-12-03,WI-2023-145660,K-Eco Energy Bulbs 23W  (8-pack),First Class,KE23W08,0.45,2,19.25
KH106,2022-12-24,2022-12-29,AZ-2021-120103,K-Eco Energy Bulbs 23W  (8-pack),Standard Class,KE23W08,0.64,2,12.6
JW700,2022-10-28,2022-11-03,MO-2021-162537,K-Eco Energy Bulbs 23W  (8-pack),Standard Class,KE23W08,0.47,5,46.38
CC186,2022-07-09,2022-07-14,FL-2021-132626,K-Eco Energy Bulbs 9W,Standard Class,KE9W,0.56,2,1.76
CC186,2022-01-17,2022-01-24,FL-2021-101399,K-Eco Energy Bulbs 9W,Standard Class,KE9W,0.67,7,4.62
JW700,2021-12-26,2021-12-28,MO-2020-111451,K-Eco Energy Bulbs 9W,First Class,KE9W,0.08,3,5.52
JL549,2023-07-31,2023-08-06,OH-2022-133550,K-Eco Energy Bulbs 9W,Standard Class,KE9W,0.73,3,1.62
AL696,2021-01-20,2021-01-26,VT-2020-167927,K-Eco Energy Bulbs 9W,Standard Class,KE9W,0.33,3,4.02
NS540,2022-09-03,2022-09-08,TX-2021-113215,K-Eco Energy Bulbs 9W (4-pack),Standard Class,KE9W04,0.76,3,4.46
IO714,2024-08-27,2024-08-29,CA-2023-161956,K-Eco Energy Bulbs 9W (4-pack),Second Class,KE9W04,0.8,2,2.48
LP623,2024-07-08,2024-07-15,MS-2023-108560,K-Eco Energy Bulbs 9W (4-pack),Standard Class,KE9W04,0.07,2,11.53
WR722,2024-07-14,2024-07-18,WI-2023-161935,K-Eco Energy Bulbs 9W (4-pack),Standard Class,KE9W04,0.21,5,24.49
RH484,2023-05-14,2023-05-14,OR-2022-141019,K-Eco Energy Bulbs 9W (4-pack),Same Day,KE9W04,0.5,1,3.1
KH106,2023-11-26,2023-11-30,AZ-2022-107104,K-Eco Energy Bulbs 9W (4-pack),Standard Class,KE9W04,0.13,6,32.36
BM992,2023-12-14,2023-12-19,MD-2022-129126,K-Eco Energy Bulbs 9W (4-pack),Standard Class,KE9W04,0.13,4,21.58
RH484,2022-04-20,2022-04-25,OR-2021-149342,K-Eco Energy Bulbs 9W (4-pack),Standard Class,KE9W04,0.63,6,13.76
DD951,2024-09-02,2024-09-08,TN-2023-114552,K-Eco Energy Bulbs 9W  (8-pack),Standard Class,KE9W08,0.22,3,22.23
FH324,2024-06-03,2024-06-07,LA-2023-126382,K-Eco Energy Bulbs 9W  (8-pack),Standard Class,KE9W08,0.67,7,21.94
CL177,2021-01-21,2021-01-24,UT-2020-115238,K-Eco Energy Bulbs 9W  (8-pack),Standard Class,KE9W08,0.56,5,20.9
CL177,2022-01-21,2022-01-24,UT-2021-115238,K-Eco Energy Bulbs 9W  (8-pack),Standard Class,KE9W08,0.13,5,41.33
CL177,2022-04-30,2022-05-04,UT-2021-115238,K-Eco Energy Bulbs 9W  (8-pack),Standard Class,KE9W08,0.6,5,19.0
CL177,2023-01-21,2023-01-24,UT-2022-115238,K-Eco Energy Bulbs 9W  (8-pack),Standard Class,KE9W08,0.42,5,27.55
CL177,2024-01-21,2024-01-24,UT-2023-115238,K-Eco Energy Bulbs 9W  (8-pack),Standard Class,KE9W08,0.49,5,24.23
MF186,2024-07-14,2024-07-18,OR-2023-121048,K-Eco Energy Bulbs 9W  (8-pack),Standard Class,KE9W08,0.35,3,18.53
AE177,2024-12-14,2024-12-20,MA-2023-122595,K-Eco Energy Bulbs 13W,Standard Class,KE13W,0.21,1,1.77
CL177,2024-10-02,2024-10-06,UT-2023-116113,K-Eco Energy Bulbs 13W,Second Class,KE13W,0.21,2,3.54
CB608,2022-12-14,2022-12-18,OK-2021-130253,K-Eco Energy Bulbs 13W,Standard Class,KE13W,0.62,3,2.55
EB529,2024-09-18,2024-09-22,AZ-2023-164756,K-Eco Energy Bulbs 13W,Standard Class,KE13W,0.72,4,2.51
RB330,2022-10-30,2022-11-02,MD-2021-131359,K-Eco Energy Bulbs 13W (4-pack),Second Class,KE13W04,0.05,4,24.89
GF707,2022-12-24,2022-12-30,WA-2021-128587,K-Eco Energy Bulbs 13W (4-pack),Standard Class,KE13W04,0.5,2,6.55
HV383,2023-12-02,2023-12-07,MI-2022-113985,K-Eco Energy Bulbs 13W (4-pack),Standard Class,KE13W04,0.31,3,13.56
WR722,2024-02-02,2024-02-07,WI-2023-161333,K-Eco Energy Bulbs 13W  (8-pack),Standard Class,KE13W08,0.63,2,8.32
JG491,2024-09-11,2024-09-12,GA-2023-112774,K-Eco Energy Bulbs 13W  (8-pack),First Class,KE13W08,0.25,1,8.44
MR366,2023-07-07,2023-07-11,MI-2022-100965,K-Eco Energy Bulbs 13W  (8-pack),Standard Class,KE13W08,0.59,5,23.06
JG491,2022-12-21,2022-12-26,GA-2021-154284,K-Eco Energy Bulbs 13W  (8-pack),Second Class,KE13W08,0.66,3,11.47
QV229,2023-09-08,2023-09-13,ME-2022-110009,K-Eco Energy Bulbs 13W  (8-pack),Standard Class,KE13W08,0.75,1,2.81
KP976,2023-10-22,2023-10-22,HI-2022-169887,K-Eco Energy Bulbs 20W,Same Day,KE20W,0.32,3,5.41
BA261,2024-12-15,2024-12-20,AR-2023-119564,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.41,3,13.19
RW653,2023-11-13,2023-11-17,OK-2022-128972,K-Eco Energy Bulbs 20W (4-pack),Standard Class,KE20W04,0.63,4,11.03
LJ868,2022-07-11,2022-07-13,WY-2021-142237,K-Eco Energy Bulbs 20W  (8-pack),First Class,KE20W08,0.76,6,17.86
CL177,2021-11-01,2021-11-05,UT-2020-137155,K-Eco Energy Bulbs 20W  (8-pack),Standard Class,KE20W08,0.18,6,61.01
MR358,2024-07-31,2024-08-03,GA-2023-161102,K-Eco Energy Bulbs 20W  (8-pack),First Class,KE20W08,0.76,7,20.83
GF707,2024-02-09,2024-02-14,WA-2023-150602,K-Eco Energy Bulbs 20W  (8-pack),Second Class,KE20W08,0.57,4,21.33
EB529,2023-12-25,2024-01-01,AZ-2022-101168,K-Eco Energy Bulbs 20W  (8-pack),Standard Class,KE20W08,0.09,4,45.14
SB982,2024-07-08,2024-07-12,OR-2023-138464,K-Eco Energy Bulbs 20W  (8-pack),Standard Class,KE20W08,0.5,3,18.6
HN831,2021-04-02,2021-04-08,LA-2020-160276,K-Eco Energy Bulbs 23W,Standard Class,KE23W,0.21,2,6.0
FH324,2021-07-05,2021-07-08,LA-2020-103317,K-Eco Energy Bulbs 23W,First Class,KE23W,0.32,3,7.75
MR366,2022-06-09,2022-06-11,MI-2021-141012,K-Eco Energy Bulbs 23W,Second Class,KE23W,0.32,4,10.34
KH715,2022-03-12,2022-03-17,OK-2021-128083,K-Eco Energy Bulbs 23W (4-pack),Standard Class,KE23W04,0.55,4,21.6
GG466,2021-01-20,2021-01-26,MI-2020-147627,K-Eco Energy Bulbs 23W (4-pack),Standard Class,KE23W04,0.63,4,17.76
MF186,2021-01-20,2021-01-25,OR-2020-148614,K-Eco Energy Bulbs 23W (4-pack),Standard Class,KE23W04,0.48,2,12.48
GG496,2022-03-05,2022-03-07,ME-2021-125185,K-Eco Energy Bulbs 23W  (8-pack),Second Class,KE23W08,0.52,2,16.8
BM992,2023-05-27,2023-05-31,MD-2022-101791,K-Eco Energy Bulbs 23W  (8-pack),Standard Class,KE23W08,0.4,3,31.5
MP748,2024-08-17,2024-08-24,IL-2023-133102,K-Eco Energy Bulbs 23W  (8-pack),Standard Class,KE23W08,0.44,2,19.6
DF542,2024-07-08,2024-07-12,FL-2023-140480,K-Eco Energy Bulbs 23W  (8-pack),Standard Class,KE23W08,0.53,4,32.9
RH484,2023-05-30,2023-06-06,OR-2022-129728,K-Eco Energy Bulbs 23W  (8-pack),Standard Class,KE23W08,0.68,8,44.8
SR304,2024-10-06,2024-10-11,MO-2023-148054,K-Eco Energy Bulbs 23W  (8-pack),Standard Class,KE23W08,0.13,2,30.45
KK578,2023-04-08,2023-04-15,OH-2022-134789,K-Eco Energy Bulbs 9W,Standard Class,KE9W,0.45,4,4.4
AJ342,2024-08-13,2024-08-18,GA-2023-128363,K-Eco Energy Bulbs 9W,Standard Class,KE9W,0.16,1,1.68
AW191,2021-11-27,2021-12-01,NE-2020-167486,K-Eco Energy Bulbs 9W,Standard Class,KE9W,0.7,5,3.0
MM309,2024-11-16,2024-11-20,MA-2023-157448,K-Eco Energy Bulbs 9W,Standard Class,KE9W,0.49,3,3.06
WR722,2024-12-05,2024-12-06,WI-2023-156958,K-Eco Energy Bulbs 9W,First Class,KE9W,0.11,5,8.9
AW191,2023-10-28,2023-10-28,NE-2022-144344,K-Eco Energy Bulbs 9W,Same Day,KE9W,0.17,2,3.32
JD838,2024-07-21,2024-07-27,WA-2023-104731,K-Eco Energy Bulbs 9W (4-pack),Standard Class,KE9W04,0.78,5,6.82
KS246,2021-08-23,2021-08-27,NV-2020-124737,K-Eco Energy Bulbs 9W (4-pack),Standard Class,KE9W04,0.69,3,5.77
SR304,2023-04-01,2023-04-05,MO-2022-127985,K-Eco Energy Bulbs 9W (4-pack),Second Class,KE9W04,0.67,4,8.18
CR901,2023-02-14,2023-02-15,LA-2022-134334,K-Eco Energy Bulbs 9W (4-pack),First Class,KE9W04,0.39,6,22.69
CO603,2022-07-30,2022-07-31,MT-2021-155334,K-Eco Energy Bulbs 9W (4-pack),First Class,KE9W04,0.28,3,13.39
AP383,2022-02-03,2022-02-05,KY-2021-140921,K-Eco Energy Bulbs 9W  (8-pack),First Class,KE9W08,0.77,2,4.37
AO423,2023-09-04,2023-09-08,AR-2022-131205,K-Eco Energy Bulbs 9W  (8-pack),Standard Class,KE9W08,0.1,3,25.65
NV989,2022-11-03,2022-11-07,OR-2021-140410,K-Eco Energy Bulbs 9W  (8-pack),Standard Class,KE9W08,0.76,3,6.84
ZW921,2024-11-23,2024-11-26,AK-2023-149160,K-Eco Energy Bulbs 9W  (8-pack),Second Class,KE9W08,0.5,2,9.5
RW653,2024-11-20,2024-11-22,OK-2023-118731,K-Eco Energy Bulbs 9W  (8-pack),Second Class,KE9W08,0.33,3,19.09
EB529,2023-01-14,2023-01-20,AZ-2022-133368,K-Eco Energy Bulbs 13W,Standard Class,KE13W,0.17,8,14.87
QM203,2024-08-29,2024-09-04,KY-2023-101014,K-Eco Energy Bulbs 13W,Standard Class,KE13W,0.18,3,5.51
MP748,2023-11-04,2023-11-08,IL-2022-163755,K-Eco Energy Bulbs 13W (4-pack),Second Class,KE13W04,0.52,3,9.43
GO720,2024-11-16,2024-11-19,UT-2023-107888,K-Eco Energy Bulbs 13W (4-pack),First Class,KE13W04,0.45,2,7.21
CO603,2023-10-13,2023-10-19,MT-2022-154018,K-Eco Energy Bulbs 13W (4-pack),Standard Class,KE13W04,0.2,5,26.2
SB982,2023-09-03,2023-09-09,OR-2022-100566,K-Eco Energy Bulbs 13W (4-pack),Standard Class,KE13W04,0.75,3,4.91
GO720,2024-12-01,2024-12-07,UT-2023-103968,K-Eco Energy Bulbs 13W (4-pack),Standard Class,KE13W04,0.24,9,44.8
RN447,2022-09-15,2022-09-15,AK-2021-130519,K-Eco Energy Bulbs 13W (4-pack),Same Day,KE13W04,0.17,1,5.44
JL549,2023-09-19,2023-09-22,OH-2022-120250,K-Eco Energy Bulbs 13W  (8-pack),First Class,KE13W08,0.25,3,25.31
